m,TagName,
"2016-11-01 00:00:00","javascript","20394"
"2016-11-01 00:00:00","perl","365"
"2016-11-01 00:00:00","php","11874"
"2016-11-01 00:00:00","python","14127"
"2016-11-01 00:00:00","r","3543"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4355"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2790"
"2016-12-01 00:00:00","c#","10642"
"2016-12-01 00:00:00","c++","5200"
"2016-12-01 00:00:00","delphi","251"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13771"
"2016-12-01 00:00:00","javascript","19683"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11383"
"2016-12-01 00:00:00","python","12984"
"2016-12-01 00:00:00","r","3140"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3918"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2749"
"2017-01-01 00:00:00","c#","11645"
"2017-01-01 00:00:00","c++","5627"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","556"
"2017-01-01 00:00:00","java","14487"
"2017-01-01 00:00:00","javascript","21299"
"2017-01-01 00:00:00","perl","321"
"2017-01-01 00:00:00","php","12509"
"2017-01-01 00:00:00","python","14207"
"2017-01-01 00:00:00","r","3479"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4327"
"2017-02-01 00:00:00","assembly","300"
"2017-02-01 00:00:00","c","2712"
"2017-02-01 00:00:00","c#","11431"
"2017-02-01 00:00:00","c++","5146"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","548"
"2017-02-01 00:00:00","java","14485"
"2017-02-01 00:00:00","javascript","21092"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12389"
"2017-02-01 00:00:00","python","14715"
"2017-02-01 00:00:00","r","3667"
"2017-02-01 00:00:00","ruby","1616"
"2017-02-01 00:00:00","swift","4043"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2945"
"2017-03-01 00:00:00","c#","12933"
"2017-03-01 00:00:00","c++","6198"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17218"
"2017-03-01 00:00:00","javascript","23552"
"2017-03-01 00:00:00","perl","408"
"2017-03-01 00:00:00","php","13885"
"2017-03-01 00:00:00","python","17042"
"2017-03-01 00:00:00","r","4587"
"2017-03-01 00:00:00","ruby","1787"
"2017-03-01 00:00:00","swift","4603"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2835"
"2017-04-01 00:00:00","c#","11046"
"2017-04-01 00:00:00","c++","5847"
"2017-04-01 00:00:00","delphi","262"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15803"
"2017-04-01 00:00:00","javascript","21108"
"2017-04-01 00:00:00","perl","366"
"2017-04-01 00:00:00","php","12263"
"2017-04-01 00:00:00","python","15581"
"2017-04-01 00:00:00","r","4243"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3899"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2735"
"2017-05-01 00:00:00","c#","11929"
"2017-05-01 00:00:00","c++","5275"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","581"
"2017-05-01 00:00:00","java","16245"
"2017-05-01 00:00:00","javascript","22263"
"2017-05-01 00:00:00","perl","353"
"2017-05-01 00:00:00","php","12938"
"2017-05-01 00:00:00","python","16118"
"2017-05-01 00:00:00","r","4295"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4084"
"2017-06-01 00:00:00","assembly","238"
"2017-06-01 00:00:00","c","2336"
"2017-06-01 00:00:00","c#","11239"
"2017-06-01 00:00:00","c++","4659"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14531"
"2017-06-01 00:00:00","javascript","21448"
"2017-06-01 00:00:00","perl","310"
"2017-06-01 00:00:00","php","11626"
"2017-06-01 00:00:00","python","15932"
"2017-06-01 00:00:00","r","4427"
"2017-06-01 00:00:00","ruby","1409"
"2017-06-01 00:00:00","swift","4181"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11159"
"2017-07-01 00:00:00","c++","4998"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14046"
"2017-07-01 00:00:00","javascript","21483"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11648"
"2017-07-01 00:00:00","python","16839"
"2017-07-01 00:00:00","r","4567"
"2017-07-01 00:00:00","ruby","1517"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2034"
"2017-08-01 00:00:00","c#","10915"
"2017-08-01 00:00:00","c++","4764"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","602"
"2017-08-01 00:00:00","java","13686"
"2017-08-01 00:00:00","javascript","21235"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11540"
"2017-08-01 00:00:00","python","16421"
"2017-08-01 00:00:00","r","4547"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4164"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c","2090"
"2017-09-01 00:00:00","c#","9825"
"2017-09-01 00:00:00","c++","4445"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12679"
"2017-09-01 00:00:00","javascript","18858"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10605"
"2017-09-01 00:00:00","python","15377"
"2017-09-01 00:00:00","r","4208"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3751"
"2017-10-01 00:00:00","assembly","328"
"2017-10-01 00:00:00","c","2763"
"2017-10-01 00:00:00","c#","10162"
"2017-10-01 00:00:00","c++","5196"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13922"
"2017-10-01 00:00:00","javascript","19699"
"2017-10-01 00:00:00","perl","332"
"2017-10-01 00:00:00","php","10720"
"2017-10-01 00:00:00","python","16862"
"2017-10-01 00:00:00","r","4519"
"2017-10-01 00:00:00","ruby","1294"
"2017-10-01 00:00:00","swift","3879"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2931"
"2017-11-01 00:00:00","c#","9720"
"2017-11-01 00:00:00","c++","5009"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14054"
"2017-11-01 00:00:00","javascript","19254"
"2017-11-01 00:00:00","perl","262"
"2017-11-01 00:00:00","php","10465"
"2017-11-01 00:00:00","python","16864"
"2017-11-01 00:00:00","r","4489"
"2017-11-01 00:00:00","ruby","1167"
"2017-11-01 00:00:00","swift","3651"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2189"
"2017-12-01 00:00:00","c#","8550"
"2017-12-01 00:00:00","c++","4435"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","521"
"2017-12-01 00:00:00","java","11904"
"2017-12-01 00:00:00","javascript","16853"
"2017-12-01 00:00:00","perl","235"
"2017-12-01 00:00:00","php","9046"
"2017-12-01 00:00:00","python","14861"
"2017-12-01 00:00:00","r","3705"
"2017-12-01 00:00:00","ruby","1014"
"2017-12-01 00:00:00","swift","3192"
"2018-01-01 00:00:00","assembly","251"
"2018-01-01 00:00:00","c","2203"
"2018-01-01 00:00:00","c#","9328"
"2018-01-01 00:00:00","c++","4726"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","539"
"2018-01-01 00:00:00","java","12287"
"2018-01-01 00:00:00","javascript","18785"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10023"
"2018-01-01 00:00:00","python","16157"
"2018-01-01 00:00:00","r","4188"
"2018-01-01 00:00:00","ruby","1157"
"2018-01-01 00:00:00","swift","3729"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2135"
"2018-02-01 00:00:00","c#","8534"
"2018-02-01 00:00:00","c++","4551"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","11970"
"2018-02-01 00:00:00","javascript","17126"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9052"
"2018-02-01 00:00:00","python","16225"
"2018-02-01 00:00:00","r","4489"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3388"
"2018-03-01 00:00:00","assembly","316"
"2018-03-01 00:00:00","c","2453"
"2018-03-01 00:00:00","c#","9730"
"2018-03-01 00:00:00","c++","5151"
"2018-03-01 00:00:00","delphi","219"
"2018-03-01 00:00:00","go","601"
"2018-03-01 00:00:00","java","13469"
"2018-03-01 00:00:00","javascript","19018"
"2018-03-01 00:00:00","perl","287"
"2018-03-01 00:00:00","php","9751"
"2018-03-01 00:00:00","python","17816"
"2018-03-01 00:00:00","r","5083"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4032"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2171"
"2018-04-01 00:00:00","c#","9173"
"2018-04-01 00:00:00","c++","4642"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13403"
"2018-04-01 00:00:00","javascript","17864"
"2018-04-01 00:00:00","perl","252"
"2018-04-01 00:00:00","php","8853"
"2018-04-01 00:00:00","python","16877"
"2018-04-01 00:00:00","r","4711"
"2018-04-01 00:00:00","ruby","984"
"2018-04-01 00:00:00","swift","3557"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2351"
"2018-05-01 00:00:00","c#","9872"
"2018-05-01 00:00:00","c++","4671"
"2018-05-01 00:00:00","delphi","192"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","java","13385"
"2018-05-01 00:00:00","javascript","17944"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9386"
"2018-05-01 00:00:00","python","17486"
"2018-05-01 00:00:00","r","4720"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3603"
"2018-06-01 00:00:00","assembly","201"
"2018-06-01 00:00:00","c","1827"
"2018-06-01 00:00:00","c#","8743"
"2018-06-01 00:00:00","c++","4078"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11736"
"2018-06-01 00:00:00","javascript","17112"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8368"
"2018-06-01 00:00:00","python","16729"
"2018-06-01 00:00:00","r","4468"
"2018-06-01 00:00:00","ruby","988"
"2018-06-01 00:00:00","swift","3127"
"2018-07-01 00:00:00","assembly","181"
"2018-07-01 00:00:00","c","1591"
"2018-07-01 00:00:00","c#","9367"
"2018-07-01 00:00:00","c++","3895"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11692"
"2018-07-01 00:00:00","javascript","17746"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8519"
"2018-07-01 00:00:00","python","17873"
"2018-07-01 00:00:00","r","4395"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","swift","3656"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1671"
"2018-08-01 00:00:00","c#","9442"
"2018-08-01 00:00:00","c++","3886"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","703"
"2018-08-01 00:00:00","java","11258"
"2018-08-01 00:00:00","javascript","17791"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8449"
"2018-08-01 00:00:00","python","17686"
"2018-08-01 00:00:00","r","4091"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3559"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1827"
"2018-09-01 00:00:00","c#","8328"
"2018-09-01 00:00:00","c++","3719"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10673"
"2018-09-01 00:00:00","javascript","15954"
"2018-09-01 00:00:00","perl","204"
"2018-09-01 00:00:00","php","7641"
"2018-09-01 00:00:00","python","15962"
"2018-09-01 00:00:00","r","3740"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3127"
"2018-10-01 00:00:00","assembly","318"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9302"
"2018-10-01 00:00:00","c++","4285"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12452"
"2018-10-01 00:00:00","javascript","17330"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8103"
"2018-10-01 00:00:00","python","18083"
"2018-10-01 00:00:00","r","4338"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3260"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2513"
"2018-11-01 00:00:00","c#","8440"
"2018-11-01 00:00:00","c++","4323"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11652"
"2018-11-01 00:00:00","javascript","16106"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7047"
"2018-11-01 00:00:00","python","17930"
"2018-11-01 00:00:00","r","4213"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2183"
"2018-12-01 00:00:00","c#","7509"
"2018-12-01 00:00:00","c++","3538"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10393"
"2018-12-01 00:00:00","javascript","14205"
"2018-12-01 00:00:00","perl","217"
"2018-12-01 00:00:00","php","6188"
"2018-12-01 00:00:00","python","15659"
"2018-12-01 00:00:00","r","3384"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2773"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2269"
"2019-01-01 00:00:00","c#","8710"
"2019-01-01 00:00:00","c++","3887"
"2019-01-01 00:00:00","delphi","213"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10978"
"2019-01-01 00:00:00","javascript","15964"
"2019-01-01 00:00:00","perl","261"
"2019-01-01 00:00:00","php","7124"
"2019-01-01 00:00:00","python","16881"
"2019-01-01 00:00:00","r","3935"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2893"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2044"
"2019-02-01 00:00:00","c#","8316"
"2019-02-01 00:00:00","c++","3712"
"2019-02-01 00:00:00","delphi","191"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10937"
"2019-02-01 00:00:00","javascript","15621"
"2019-02-01 00:00:00","perl","249"
"2019-02-01 00:00:00","php","7235"
"2019-02-01 00:00:00","python","17465"
"2019-02-01 00:00:00","r","4236"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2668"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2368"
"2019-03-01 00:00:00","c#","8917"
"2019-03-01 00:00:00","c++","4399"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11977"
"2019-03-01 00:00:00","javascript","17262"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7742"
"2019-03-01 00:00:00","python","19820"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2935"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2419"
"2019-04-01 00:00:00","c#","9067"
"2019-04-01 00:00:00","c++","4358"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11103"
"2019-04-01 00:00:00","javascript","16099"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7154"
"2019-04-01 00:00:00","python","19755"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","766"
"2019-04-01 00:00:00","swift","3057"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2084"
"2019-05-01 00:00:00","c#","8988"
"2019-05-01 00:00:00","c++","4110"
"2019-05-01 00:00:00","delphi","167"
"2019-05-01 00:00:00","go","669"
"2019-05-01 00:00:00","java","11020"
"2019-05-01 00:00:00","javascript","16075"
"2019-05-01 00:00:00","perl","220"
"2019-05-01 00:00:00","php","6917"
"2019-05-01 00:00:00","python","18822"
"2019-05-01 00:00:00","r","4289"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3089"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1716"
"2019-06-01 00:00:00","c#","7564"
"2019-06-01 00:00:00","c++","3626"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9581"
"2019-06-01 00:00:00","javascript","14741"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5984"
"2019-06-01 00:00:00","python","17156"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3084"
"2019-07-01 00:00:00","assembly","185"
"2019-07-01 00:00:00","c","1742"
"2019-07-01 00:00:00","c#","8409"
"2019-07-01 00:00:00","c++","4247"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10777"
"2019-07-01 00:00:00","javascript","16057"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6620"
"2019-07-01 00:00:00","python","19653"
"2019-07-01 00:00:00","r","4186"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3035"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1539"
"2019-08-01 00:00:00","c#","7670"
"2019-08-01 00:00:00","c++","3264"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9035"
"2019-08-01 00:00:00","javascript","15142"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5808"
"2019-08-01 00:00:00","python","17950"
"2019-08-01 00:00:00","r","3939"
"2019-08-01 00:00:00","ruby","775"
"2019-08-01 00:00:00","swift","2527"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1995"
"2019-09-01 00:00:00","c#","7809"
"2019-09-01 00:00:00","c++","3760"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","614"
"2019-09-01 00:00:00","java","9608"
"2019-09-01 00:00:00","javascript","14800"
"2019-09-01 00:00:00","perl","198"
"2019-09-01 00:00:00","php","5539"
"2019-09-01 00:00:00","python","16806"
"2019-09-01 00:00:00","r","3928"
"2019-09-01 00:00:00","ruby","714"
"2019-09-01 00:00:00","swift","2556"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2468"
"2019-10-01 00:00:00","c#","8368"
"2019-10-01 00:00:00","c++","4813"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","631"
"2019-10-01 00:00:00","java","11139"
"2019-10-01 00:00:00","javascript","15907"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6022"
"2019-10-01 00:00:00","python","20353"
"2019-10-01 00:00:00","r","4372"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3100"
"2019-11-01 00:00:00","assembly","280"
"2019-11-01 00:00:00","c","2495"
"2019-11-01 00:00:00","c#","7983"
"2019-11-01 00:00:00","c++","4701"
"2019-11-01 00:00:00","delphi","169"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10259"
"2019-11-01 00:00:00","javascript","15659"
"2019-11-01 00:00:00","perl","218"
"2019-11-01 00:00:00","php","6074"
"2019-11-01 00:00:00","python","20509"
"2019-11-01 00:00:00","r","4274"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2132"
"2019-12-01 00:00:00","c#","7172"
"2019-12-01 00:00:00","c++","4176"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","611"
"2019-12-01 00:00:00","java","8958"
"2019-12-01 00:00:00","javascript","14219"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5210"
"2019-12-01 00:00:00","python","18004"
"2019-12-01 00:00:00","r","3736"
"2019-12-01 00:00:00","ruby","666"
"2019-12-01 00:00:00","swift","2652"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2035"
"2020-01-01 00:00:00","c#","7756"
"2020-01-01 00:00:00","c++","4190"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","645"
"2020-01-01 00:00:00","java","9862"
"2020-01-01 00:00:00","javascript","15928"
"2020-01-01 00:00:00","perl","164"
"2020-01-01 00:00:00","php","5872"
"2020-01-01 00:00:00","python","19853"
"2020-01-01 00:00:00","r","4129"
"2020-01-01 00:00:00","ruby","760"
"2020-01-01 00:00:00","swift","2886"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","c","1970"
"2020-02-01 00:00:00","c#","7666"
"2020-02-01 00:00:00","c++","4054"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","655"
"2020-02-01 00:00:00","java","9971"
"2020-02-01 00:00:00","javascript","15659"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5624"
"2020-02-01 00:00:00","python","19910"
"2020-02-01 00:00:00","r","4664"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2747"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2466"
"2020-03-01 00:00:00","c#","7745"
"2020-03-01 00:00:00","c++","4612"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","649"
"2020-03-01 00:00:00","java","11003"
"2020-03-01 00:00:00","javascript","17452"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5643"
"2020-03-01 00:00:00","python","22526"
"2020-03-01 00:00:00","r","5106"
"2020-03-01 00:00:00","ruby","709"
"2020-03-01 00:00:00","swift","2900"
"2020-04-01 00:00:00","assembly","372"
"2020-04-01 00:00:00","c","3226"
"2020-04-01 00:00:00","c#","8542"
"2020-04-01 00:00:00","c++","6169"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","791"
"2020-04-01 00:00:00","java","12535"
"2020-04-01 00:00:00","javascript","20760"
"2020-04-01 00:00:00","perl","217"
"2020-04-01 00:00:00","php","6585"
"2020-04-01 00:00:00","python","27464"
"2020-04-01 00:00:00","r","6159"
"2020-04-01 00:00:00","ruby","759"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3349"
"2020-05-01 00:00:00","c#","8542"
"2020-05-01 00:00:00","c++","6355"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","749"
"2020-05-01 00:00:00","java","11932"
"2020-05-01 00:00:00","javascript","21354"
"2020-05-01 00:00:00","perl","211"
"2020-05-01 00:00:00","php","6479"
"2020-05-01 00:00:00","python","29261"
"2020-05-01 00:00:00","r","5998"
"2020-05-01 00:00:00","ruby","694"
"2020-05-01 00:00:00","swift","3496"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2579"
"2020-06-01 00:00:00","c#","7857"
"2020-06-01 00:00:00","c++","5588"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10759"
"2020-06-01 00:00:00","javascript","19682"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5905"
"2020-06-01 00:00:00","python","26969"
"2020-06-01 00:00:00","r","5427"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3138"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2085"
"2020-07-01 00:00:00","c#","7766"
"2020-07-01 00:00:00","c++","5141"
"2020-07-01 00:00:00","delphi","192"
"2020-07-01 00:00:00","go","638"
"2020-07-01 00:00:00","java","10394"
"2020-07-01 00:00:00","javascript","19776"
"2020-07-01 00:00:00","perl","175"
"2020-07-01 00:00:00","php","5916"
"2020-07-01 00:00:00","python","26143"
"2020-07-01 00:00:00","r","4929"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2976"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1885"
"2020-08-01 00:00:00","c#","7031"
"2020-08-01 00:00:00","c++","4755"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9252"
"2020-08-01 00:00:00","javascript","17929"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4966"
"2020-08-01 00:00:00","python","22895"
"2020-08-01 00:00:00","r","4483"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2652"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2139"
"2020-09-01 00:00:00","c#","6423"
"2020-09-01 00:00:00","c++","3897"
"2020-09-01 00:00:00","delphi","171"
"2020-09-01 00:00:00","go","726"
"2020-09-01 00:00:00","java","8886"
"2020-09-01 00:00:00","javascript","16682"
"2020-09-01 00:00:00","perl","164"
"2020-09-01 00:00:00","php","4739"
"2020-09-01 00:00:00","python","21583"
"2020-09-01 00:00:00","r","4742"
"2020-09-01 00:00:00","ruby","511"
"2020-09-01 00:00:00","swift","2538"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2353"
"2020-10-01 00:00:00","c#","6161"
"2020-10-01 00:00:00","c++","4295"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8884"
"2020-10-01 00:00:00","javascript","16318"
"2020-10-01 00:00:00","perl","169"
"2020-10-01 00:00:00","php","4555"
"2020-10-01 00:00:00","python","22645"
"2020-10-01 00:00:00","r","5061"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2300"
"2020-11-01 00:00:00","assembly","373"
"2020-11-01 00:00:00","c","2678"
"2020-11-01 00:00:00","c#","5953"
"2020-11-01 00:00:00","c++","4283"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8414"
"2020-11-01 00:00:00","javascript","15414"
"2020-11-01 00:00:00","perl","149"
"2020-11-01 00:00:00","php","4588"
"2020-11-01 00:00:00","python","21991"
"2020-11-01 00:00:00","r","4793"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2150"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2632"
